reason,,vessel,imo,operation_date,report_date,archive_time,grade,grade_raw,quantity,unit,port,operation_raw,operation,rank_operation,direction,lo_country_code,lo_city_code,,charterer,supplier,receiver,source_file,source_sheet,source_imo,min_dist,bargolink
VESSEL: no vessel in tanker table,NOORDKAAP,9722493,6/20/2017,7/6/2017,7/6/2017,GS011,Naphtha,4142,MT,Amsterdam,saileddate,Sailed,10,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722493&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,NOORDKAAP,9722493,6/20/2017,7/26/2017,7/26/2017,GS011,Naphtha,4142,MT,Amsterdam,bldate,Bill date,14,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722493&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,NOORDKAAP,9722493,6/20/2017,7/6/2017,7/6/2017,GS011,Naphtha,4142,MT,Amsterdam,bldate,Bill date,14,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722493&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,NOORDKAAP,9722493,6/19/2017,7/26/2017,7/26/2017,GS011,Naphtha,4142,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722493&vessel=&poi=&startdate=2017-06-14 00:00:00&enddate=2017-06-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,NOORDKAAP,9722493,6/19/2017,7/26/2017,7/26/2017,GS011,Naphtha,4142,MT,Amsterdam,bertheddate,Berthed,2,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722493&vessel=&poi=&startdate=2017-06-14 00:00:00&enddate=2017-06-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,NOORDKAAP,9722493,6/19/2017,7/6/2017,7/6/2017,GS011,Naphtha,4142,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722493&vessel=&poi=&startdate=2017-06-14 00:00:00&enddate=2017-06-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,NOORDKAAP,9722493,6/19/2017,7/6/2017,7/6/2017,GS011,Naphtha,4142,MT,Amsterdam,bertheddate,Berthed,2,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=9722493&vessel=&poi=&startdate=2017-06-14 00:00:00&enddate=2017-06-24 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,SENSATION,244630816,7/29/2017,8/3/2017,8/3/2017,GS008,Toluene / Xylene (TX) Cut,3995,MT,Antwerp,saileddate,Sailed,10,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=244630816&vessel=&poi=&startdate=2017-07-24 00:00:00&enddate=2017-08-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,SENSATION,244630816,7/29/2017,8/3/2017,8/3/2017,GS008,Toluene / Xylene (TX) Cut,3995,MT,Antwerp,bldate,Bill date,14,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=244630816&vessel=&poi=&startdate=2017-07-24 00:00:00&enddate=2017-08-03 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,SENSATION,244630816,7/28/2017,8/3/2017,8/3/2017,GS008,Toluene / Xylene (TX) Cut,3995,MT,Antwerp,bertheddate,Berthed,2,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=244630816&vessel=&poi=&startdate=2017-07-23 00:00:00&enddate=2017-08-02 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,SENSATION,244630816,7/25/2017,8/3/2017,8/3/2017,GS008,Toluene / Xylene (TX) Cut,3995,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=244630816&vessel=&poi=&startdate=2017-07-20 00:00:00&enddate=2017-07-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,SENSATION,244630816,8/1/2017,8/3/2017,8/3/2017,GS008,Toluene / Xylene (TX) Cut,3993,MT,Antwerp,bldate,Bill date,14,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=244630816&vessel=&poi=&startdate=2017-07-27 00:00:00&enddate=2017-08-06 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,SENSATION,244630816,8/1/2017,8/3/2017,8/3/2017,GS008,Toluene / Xylene (TX) Cut,3993,MT,Antwerp,saileddate,Sailed,10,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=244630816&vessel=&poi=&startdate=2017-07-27 00:00:00&enddate=2017-08-06 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,SENSATION,244630816,7/31/2017,8/3/2017,8/3/2017,GS008,Toluene / Xylene (TX) Cut,3993,MT,Antwerp,bertheddate,Berthed,2,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=244630816&vessel=&poi=&startdate=2017-07-26 00:00:00&enddate=2017-08-05 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,SENSATION,244630816,7/31/2017,8/3/2017,8/3/2017,GS008,Toluene / Xylene (TX) Cut,3993,MT,Antwerp,arriveddate,Arrived,1,Load,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=244630816&vessel=&poi=&startdate=2017-07-26 00:00:00&enddate=2017-08-05 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/26/2017,6/6/2017,6/6/2017,GS011,Naphtha,2616,MT,Antwerp,saileddate,Sailed,10,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-21 00:00:00&enddate=2017-05-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/26/2017,6/17/2017,6/17/2017,GS011,Naphtha,2616,MT,Antwerp,bldate,Bill date,14,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-21 00:00:00&enddate=2017-05-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/26/2017,7/26/2017,7/26/2017,GS011,Naphtha,2616,MT,Antwerp,saileddate,Sailed,10,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-21 00:00:00&enddate=2017-05-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/26/2017,6/17/2017,6/17/2017,GS011,Naphtha,2616,MT,Antwerp,saileddate,Sailed,10,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-21 00:00:00&enddate=2017-05-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/26/2017,6/6/2017,6/6/2017,GS011,Naphtha,2616,MT,Antwerp,bldate,Bill date,14,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-21 00:00:00&enddate=2017-05-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/26/2017,7/26/2017,7/26/2017,GS011,Naphtha,2616,MT,Antwerp,bldate,Bill date,14,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-21 00:00:00&enddate=2017-05-01 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/25/2017,6/17/2017,6/17/2017,GS011,Naphtha,2616,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-20 00:00:00&enddate=2017-04-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/25/2017,7/26/2017,7/26/2017,GS011,Naphtha,2616,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-20 00:00:00&enddate=2017-04-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/25/2017,7/26/2017,7/26/2017,GS011,Naphtha,2616,MT,Antwerp,bertheddate,Berthed,2,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-20 00:00:00&enddate=2017-04-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/25/2017,6/6/2017,6/6/2017,GS011,Naphtha,2616,MT,Antwerp,arriveddate,Arrived,1,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-20 00:00:00&enddate=2017-04-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/25/2017,6/6/2017,6/6/2017,GS011,Naphtha,2616,MT,Antwerp,bertheddate,Berthed,2,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-20 00:00:00&enddate=2017-04-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/25/2017,6/17/2017,6/17/2017,GS011,Naphtha,2616,MT,Antwerp,bertheddate,Berthed,2,Discharge,BE,ANR,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-20 00:00:00&enddate=2017-04-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/14/2017,3/30/2017,3/30/2017,GS014,Reformate,2359,MT,Amsterdam,bldate,Bill date,14,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-09 00:00:00&enddate=2017-03-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/14/2017,6/17/2017,6/17/2017,GS014,Reformate,2359,MT,Amsterdam,bldate,Bill date,14,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-09 00:00:00&enddate=2017-03-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/14/2017,6/17/2017,6/17/2017,GS014,Reformate,2359,MT,Amsterdam,saileddate,Sailed,10,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-09 00:00:00&enddate=2017-03-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/14/2017,7/26/2017,7/26/2017,GS014,Reformate,2359,MT,Amsterdam,bldate,Bill date,14,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-09 00:00:00&enddate=2017-03-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/14/2017,7/26/2017,7/26/2017,GS014,Reformate,2359,MT,Amsterdam,saileddate,Sailed,10,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-09 00:00:00&enddate=2017-03-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/14/2017,3/30/2017,3/30/2017,GS014,Reformate,2359,MT,Amsterdam,saileddate,Sailed,10,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-09 00:00:00&enddate=2017-03-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/12/2017,6/17/2017,6/17/2017,GS014,Reformate,2359,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-07 00:00:00&enddate=2017-03-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/12/2017,3/30/2017,3/30/2017,GS014,Reformate,2359,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-07 00:00:00&enddate=2017-03-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/12/2017,3/30/2017,3/30/2017,GS014,Reformate,2359,MT,Amsterdam,bertheddate,Berthed,2,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-07 00:00:00&enddate=2017-03-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/12/2017,6/17/2017,6/17/2017,GS014,Reformate,2359,MT,Amsterdam,bertheddate,Berthed,2,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-07 00:00:00&enddate=2017-03-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/12/2017,7/26/2017,7/26/2017,GS014,Reformate,2359,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-07 00:00:00&enddate=2017-03-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,3/12/2017,7/26/2017,7/26/2017,GS014,Reformate,2359,MT,Amsterdam,bertheddate,Berthed,2,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-03-07 00:00:00&enddate=2017-03-17 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,GEMINI,8412352,6/21/2017,7/6/2017,7/6/2017,GS019,Eurobob,2096,MT,Amsterdam,bldate,Bill date,14,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8412352&vessel=&poi=&startdate=2017-06-16 00:00:00&enddate=2017-06-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,GEMINI,8412352,6/21/2017,7/6/2017,7/6/2017,GS019,Eurobob,2096,MT,Amsterdam,saileddate,Sailed,10,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8412352&vessel=&poi=&startdate=2017-06-16 00:00:00&enddate=2017-06-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,GEMINI,8412352,6/21/2017,7/26/2017,7/26/2017,GS019,Eurobob,2096,MT,Amsterdam,bldate,Bill date,14,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8412352&vessel=&poi=&startdate=2017-06-16 00:00:00&enddate=2017-06-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,GEMINI,8412352,6/21/2017,7/26/2017,7/26/2017,GS019,Eurobob,2096,MT,Amsterdam,saileddate,Sailed,10,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8412352&vessel=&poi=&startdate=2017-06-16 00:00:00&enddate=2017-06-26 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,GEMINI,8412352,6/20/2017,7/26/2017,7/26/2017,GS019,Eurobob,2096,MT,Amsterdam,bertheddate,Berthed,2,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8412352&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,GEMINI,8412352,6/20/2017,7/26/2017,7/26/2017,GS019,Eurobob,2096,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8412352&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,GEMINI,8412352,6/20/2017,7/6/2017,7/6/2017,GS019,Eurobob,2096,MT,Amsterdam,bertheddate,Berthed,2,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8412352&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,GEMINI,8412352,6/20/2017,7/6/2017,7/6/2017,GS019,Eurobob,2096,MT,Amsterdam,arriveddate,Arrived,1,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=8412352&vessel=&poi=&startdate=2017-06-15 00:00:00&enddate=2017-06-25 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/25/2017,7/26/2017,7/26/2017,GS009,Ethanol,2000,MT,Rotterdam,bldate,Bill date,14,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-20 00:00:00&enddate=2017-05-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/25/2017,6/6/2017,6/6/2017,GS009,Ethanol,2000,MT,Rotterdam,bldate,Bill date,14,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-20 00:00:00&enddate=2017-05-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/25/2017,6/6/2017,6/6/2017,GS009,Ethanol,2000,MT,Rotterdam,saileddate,Sailed,10,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-20 00:00:00&enddate=2017-05-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/25/2017,6/17/2017,6/17/2017,GS009,Ethanol,2000,MT,Rotterdam,bldate,Bill date,14,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-20 00:00:00&enddate=2017-05-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/25/2017,6/17/2017,6/17/2017,GS009,Ethanol,2000,MT,Rotterdam,saileddate,Sailed,10,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-20 00:00:00&enddate=2017-05-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/25/2017,7/26/2017,7/26/2017,GS009,Ethanol,2000,MT,Rotterdam,saileddate,Sailed,10,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-20 00:00:00&enddate=2017-05-30 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/24/2017,6/6/2017,6/6/2017,GS009,Ethanol,2000,MT,Rotterdam,bertheddate,Berthed,2,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-19 00:00:00&enddate=2017-05-29 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/24/2017,6/17/2017,6/17/2017,GS009,Ethanol,2000,MT,Rotterdam,bertheddate,Berthed,2,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-19 00:00:00&enddate=2017-05-29 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/24/2017,7/26/2017,7/26/2017,GS009,Ethanol,2000,MT,Rotterdam,bertheddate,Berthed,2,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-19 00:00:00&enddate=2017-05-29 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/23/2017,6/6/2017,6/6/2017,GS009,Ethanol,2000,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-18 00:00:00&enddate=2017-05-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/23/2017,7/26/2017,7/26/2017,GS009,Ethanol,2000,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-18 00:00:00&enddate=2017-05-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,5/23/2017,6/17/2017,6/17/2017,GS009,Ethanol,2000,MT,Rotterdam,arriveddate,Arrived,1,Discharge,NL,RTM,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-05-18 00:00:00&enddate=2017-05-28 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/14/2017,7/26/2017,7/26/2017,GS019,Eurobob,1997,MT,Amsterdam,saileddate,Sailed,10,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-09 00:00:00&enddate=2017-04-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
VESSEL: no vessel in tanker table,EENHOORN,3313500,4/14/2017,7/26/2017,7/26/2017,GS019,Eurobob,1997,MT,Amsterdam,bldate,Bill date,14,Load,NL,AMS,,,,,gs101,,source file,,http://bargomatic.compressedtime.com/bargomatic/map2.php?catchall=3313500&vessel=&poi=&startdate=2017-04-09 00:00:00&enddate=2017-04-19 00:00:00&centerdate=&fitbounds=0&fitbounds=1&NOPOI=0,
